day,tempMin,tempMax,summary,desc,cloudCover,humidity,windSpeed,visibility
2015-10-02,6.04,14.52,Foggy in the morning and overnight.,partly-cloudy-day,0.74,0.84,3.38,4.02
2015-10-03,2.9,13.41,Foggy in the morning.,cloudy,0.88,0.82,1.72,4.36
2015-10-04,7.58,12.43,Overcast throughout the day.,cloudy,0.91,0.78,3.36,6.22
2015-10-05,7.17,15.45,Possible drizzle in the afternoon.,rain,0.5,0.86,6.94,4.57
2015-10-06,11.55,17.26,Possible light rain in the afternoon.,rain,0.7,0.9,3.1,5.29
2015-10-07,6.77,13.88,Clear throughout the day.,partly-cloudy-day,0.33,0.82,5.9,6.09
2015-10-08,4.6,15.32,Foggy in the morning.,partly-cloudy-day,0.46,0.84,2.74,5.44
2015-10-09,7.55,15.03,Mostly cloudy throughout the day.,partly-cloudy-day,0.62,0.87,2.95,6.22
2015-10-10,9.92,15.12,Clear throughout the day.,clear-day,0.2,0.88,1.77,5.42
2015-10-11,7.55,13.98,Possible light rain overnight.,partly-cloudy-day,0.47,0.86,1.95,5.1
2015-10-12,5.0,13.14,Possible light rain in the morning.,rain,0.33,0.8,4.0,6.04
2015-10-13,4.0,13.88,Clear throughout the day.,partly-cloudy-day,0.48,0.79,1.78,6.21
2015-10-14,3.75,13.35,Foggy in the morning and overnight.,partly-cloudy-day,0.53,0.82,1.31,5.63
2015-10-15,1.41,12.65,Foggy in the morning.,partly-cloudy-day,0.53,0.85,2.12,4.19
2015-10-16,3.16,13.45,"Foggy until afternoon, starting again overnight.",partly-cloudy-day,0.45,0.87,1.18,3.52
2015-10-17,4.06,11.5,Foggy in the morning and afternoon.,partly-cloudy-day,0.83,0.88,1.27,3.89
2015-10-18,4.4,13.67,Foggy in the morning and overnight.,partly-cloudy-day,0.72,0.82,2.48,5.43
2015-10-19,1.92,12.18,Foggy in the morning.,partly-cloudy-day,0.63,0.85,1.58,4.27
2015-10-20,8.17,13.16,Possible drizzle in the evening and overnight.,rain,0.65,0.83,5.53,6.14
2015-10-21,10.63,14.97,Overcast throughout the day.,partly-cloudy-day,0.86,0.92,9.75,4.68
2015-10-22,10.12,13.03,Mostly cloudy throughout the day.,partly-cloudy-day,0.81,0.75,12.92,5.98
2015-10-23,9.21,13.4,Possible drizzle in the evening and overnight.,rain,0.87,0.77,8.04,5.69
2015-10-24,6.71,13.23,Light rain in the morning.,rain,0.58,0.85,10.32,5.39
2015-10-25,6.21,11.71,Partly cloudy throughout the day.,partly-cloudy-day,0.45,0.83,7.12,6.12
2015-10-26,7.1,12.15,Partly cloudy throughout the day.,partly-cloudy-day,0.49,0.78,5.85,6.22
2015-10-27,7.93,14.88,Partly cloudy throughout the day.,partly-cloudy-day,0.55,0.86,6.25,4.83
2015-10-28,8.89,12.91,Possible light rain until evening.,rain,0.81,0.93,4.19,3.67
2015-10-29,6.19,12.97,Possible drizzle in the morning.,rain,0.53,0.85,6.47,6.19
2015-10-30,6.24,14.3,Partly cloudy throughout the day.,partly-cloudy-day,0.43,0.86,3.94,5.98
2015-10-31,8.95,16.06,Foggy overnight.,partly-cloudy-day,0.66,0.87,6.58,5.82
2015-11-01,5.31,15.42,Foggy in the morning and overnight.,partly-cloudy-day,0.48,0.88,2.94,4.56
2015-11-02,6.59,12.1,Foggy overnight.,cloudy,0.88,0.93,1.83,3.26
2015-11-03,3.98,11.38,Foggy throughout the day.,fog,0.87,0.92,1.5,1.39
2015-11-04,6.51,10.54,Light rain in the morning.,rain,0.92,0.95,1.96,2.56
2015-11-05,10.03,11.88,Light rain in the afternoon and evening.,rain,0.83,0.94,2.41,2.71
2015-11-06,8.31,14.13,Possible drizzle in the afternoon and evening.,rain,0.74,0.91,4.36,4.16
2015-11-07,8.24,10.55,Light rain in the morning and afternoon.,rain,0.49,0.92,3.23,5.64
2015-11-08,7.64,13.27,Light rain throughout the day.,rain,0.6,0.86,9.64,5.97
2015-11-09,7.83,15.29,Light rain throughout the day.,rain,0.79,0.89,12.1,4.23
2015-11-10,10.9,15.41,Possible light rain in the morning.,rain,0.81,0.9,9.13,4.83
2015-11-11,9.16,12.54,Possible drizzle in the afternoon and evening.,rain,0.69,0.87,6.25,6.19
2015-11-12,7.39,13.05,Rain starting in the afternoon.,rain,0.59,0.81,10.66,6.11
2015-11-13,3.93,8.42,Light rain throughout the day.,rain,0.7,0.83,11.57,5.74
2015-11-14,5.34,8.21,Possible light rain in the evening and overnight.,rain,0.65,0.86,7.48,5.98
2015-11-15,6.36,14.63,Light rain throughout the day.,rain,0.89,0.94,7.03,3.42
2015-11-16,5.36,13.95,Mostly cloudy throughout the day.,rain,0.69,0.81,13.01,6.14
2015-11-17,3.76,7.65,Light rain in the afternoon and evening.,rain,0.72,0.86,7.19,5.89
2015-11-18,6.17,11.06,Light rain until evening.,rain,0.75,0.86,11.39,5.92
2015-11-19,6.68,9.47,Possible light rain in the afternoon and evening.,rain,0.69,0.83,10.78,6.1
2015-11-20,0.95,7.28,Possible drizzle in the morning.,rain,0.48,0.85,6.74,6.1
2015-11-21,-0.6,3.38,Clear throughout the day.,clear-day,0.31,0.76,3.88,6.22
2015-11-22,-0.31,6.76,Clear throughout the day.,clear-day,0.09,0.83,2.78,6.22
2015-11-23,-0.11,9.12,Drizzle starting in the afternoon.,rain,0.76,0.88,6.8,5.64
2015-11-24,5.11,8.55,Drizzle in the morning and afternoon.,rain,0.63,0.84,6.99,6.05
2015-11-25,4.87,9.26,Mostly cloudy throughout the day.,partly-cloudy-day,0.66,0.84,5.2,6.2
2015-11-26,7.84,12.11,Possible drizzle in the evening.,rain,0.93,0.92,6.6,5.25
2015-11-27,2.9,11.7,Light rain in the morning and afternoon.,rain,0.79,0.89,10.23,4.86
2015-11-28,2.51,6.89,Light rain throughout the day.,rain,0.71,0.86,11.14,5.42
2015-11-29,2.66,8.92,Light rain in the morning and afternoon.,rain,0.72,0.86,11.71,5.79
2015-11-30,1.02,5.1,Light rain in the morning.,rain,0.58,0.89,4.54,5.8
2015-12-01,0.59,12.62,Light rain in the morning and afternoon.,rain,0.76,0.9,7.04,5.17
2015-12-02,3.69,12.03,Possible light rain in the morning.,rain,0.56,0.84,9.53,6.07
2015-12-03,2.76,5.68,Light rain in the afternoon and evening.,rain,0.58,0.92,2.61,5.95
2015-12-04,3.68,11.11,"Light rain until morning, starting again in the evening.",rain,0.76,0.86,14.79,5.19
2015-12-05,9.79,12.92,Light rain throughout the day.,rain,0.93,0.9,18.34,3.49
2015-12-06,4.33,9.31,Possible light rain in the morning.,rain,0.52,0.85,6.3,5.9
2015-12-07,4.39,13.26,"Light rain until morning, starting again in the evening.",rain,0.78,0.88,7.45,5.64
2015-12-08,4.88,12.81,Drizzle in the afternoon and evening.,rain,0.52,0.8,11.27,6.22
2015-12-09,4.83,11.25,Light rain throughout the day.,rain,0.72,0.85,14.21,5.2
2015-12-10,3.29,9.15,Possible drizzle until evening.,rain,0.57,0.79,11.71,5.87
2015-12-11,2.66,6.63,Light rain until evening.,rain,0.52,0.83,10.75,5.87
2015-12-12,-1.18,5.17,Foggy overnight.,clear-day,0.21,0.9,2.32,6.19
2015-12-13,-2.66,2.06,Possible drizzle overnight.,rain,0.77,0.94,1.15,1.56
2015-12-14,1.66,5.48,Foggy in the morning.,cloudy,0.93,0.95,3.59,3.23
2015-12-15,5.09,9.61,Mostly cloudy throughout the day.,partly-cloudy-day,0.86,0.9,7.16,6.05
2015-12-16,9.07,12.39,Foggy in the morning.,cloudy,0.9,0.93,4.67,4.92
2015-12-17,10.82,13.5,Drizzle in the morning and afternoon.,rain,0.81,0.88,9.42,5.9
2015-12-18,10.11,12.97,Light rain starting in the afternoon.,rain,0.82,0.89,12.66,5.39
2015-12-19,10.61,14.22,"Light rain until morning, starting again in the evening.",rain,0.75,0.87,11.83,5.72
2015-12-20,8.33,11.12,Light rain in the morning and afternoon.,rain,0.71,0.85,10.52,6.12
2015-12-21,5.99,8.96,Possible light rain throughout the day.,rain,0.69,0.83,10.62,5.84
2015-12-22,7.13,13.09,Light rain in the morning and overnight.,rain,0.7,0.84,12.1,5.69
2015-12-23,4.88,11.33,Possible light rain overnight.,rain,0.61,0.8,13.82,6.12
2015-12-24,4.04,11.39,Light rain in the morning and overnight.,rain,0.8,0.84,12.0,5.53
2015-12-25,3.2,5.57,Possible light rain overnight.,rain,0.64,0.85,7.02,6.22
2015-12-26,3.02,6.46,Light rain until evening.,rain,0.96,0.94,7.52,4.52
2015-12-27,4.38,7.73,Possible drizzle in the evening and overnight.,rain,0.45,0.88,5.16,6.13
2015-12-28,8.06,11.97,Clear throughout the day.,partly-cloudy-day,0.34,0.78,8.08,6.19
2015-12-29,7.63,12.05,Possible light rain overnight.,partly-cloudy-day,0.63,0.81,10.89,6.12
2015-12-30,3.48,12.87,Light rain until evening.,rain,0.71,0.87,13.07,5.01
2015-12-31,2.04,6.33,Drizzle starting in the afternoon.,rain,0.55,0.89,4.77,5.55
2016-01-01,1.54,6.02,Clear throughout the day.,clear-day,0.28,0.8,7.2,6.22
2016-01-02,5.66,8.89,Possible light rain in the evening.,rain,0.85,0.87,6.52,6.05
2016-01-03,6.44,8.62,Overcast throughout the day.,partly-cloudy-day,0.85,0.88,8.03,6.12
2016-01-04,6.36,8.09,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.88,7.74,6.22
2016-01-05,5.29,6.96,Possible drizzle overnight.,cloudy,0.9,0.88,10.48,6.08
2016-01-06,5.46,7.49,Overcast throughout the day.,rain,0.9,0.87,7.02,6.22
2016-01-07,3.46,7.05,Light rain in the morning and afternoon.,rain,0.65,0.87,7.85,5.82
2016-01-08,-0.21,4.15,Foggy overnight.,partly-cloudy-day,0.47,0.91,2.01,4.96
2016-01-09,-0.66,4.31,Possible light rain starting in the afternoon.,rain,0.87,0.94,4.55,4.4
2016-01-10,2.14,5.43,Light rain until evening.,rain,0.89,0.92,6.47,5.22
2016-01-11,3.74,5.49,Possible drizzle in the afternoon and evening.,rain,0.8,0.89,4.81,5.94
2016-01-12,2.43,5.35,Possible light rain in the morning and afternoon.,rain,0.46,0.88,5.94,6.22
2016-01-13,0.16,3.21,Possible drizzle in the afternoon.,rain,0.43,0.9,3.16,6.0
2016-01-14,-0.89,4.03,Clear throughout the day.,clear-day,0.27,0.81,4.87,6.22
2016-01-15,-1.32,5.13,Clear throughout the day.,clear-day,0.14,0.82,4.08,6.19
2016-01-16,-3.52,0.98,Foggy until evening.,partly-cloudy-day,0.46,0.91,2.97,4.29
2016-01-17,-0.4,2.41,Drizzle in the afternoon.,rain,0.83,0.88,2.42,5.98
2016-01-18,0.76,3.16,Light rain in the morning and afternoon.,rain,0.92,0.94,1.62,2.55
2016-01-19,1.06,3.8,Foggy in the morning and overnight.,partly-cloudy-day,0.87,0.95,1.07,3.43
2016-01-20,1.38,3.59,Foggy in the morning.,partly-cloudy-day,0.77,0.94,2.03,2.77
2016-01-21,0.69,7.29,Light rain in the morning and afternoon.,rain,0.63,0.89,5.29,4.3
2016-01-22,7.12,11.53,Light rain in the morning and afternoon.,rain,0.72,0.86,8.19,5.89
2016-01-23,7.08,10.15,Possible drizzle in the evening.,rain,0.53,0.84,7.77,5.68
2016-01-24,8.4,13.56,Light rain in the morning.,rain,0.9,0.91,8.07,6.04
2016-01-25,5.81,13.16,"Drizzle until morning, starting again in the evening.",rain,0.69,0.85,11.12,6.05
2016-01-26,6.63,12.37,"Light rain until afternoon, starting again overnight.",rain,0.83,0.89,14.41,4.77
2016-01-27,2.9,7.2,Light rain until evening.,rain,0.67,0.89,5.88,5.72
2016-01-28,3.02,8.87,Light rain starting in the afternoon.,rain,0.78,0.85,12.29,5.51
2016-01-29,3.59,10.45,Possible light rain in the morning and overnight.,rain,0.75,0.79,17.4,4.7
2016-01-30,1.22,4.53,Drizzle until evening.,rain,0.58,0.78,13.98,5.86
2016-01-31,2.23,7.0,Light rain starting in the afternoon.,rain,0.76,0.89,4.98,5.63
2016-02-01,5.56,11.17,"Light rain until afternoon, starting again overnight.",rain,0.81,0.8,19.82,5.05
2016-02-02,2.42,7.28,Light rain in the morning.,rain,0.66,0.75,16.65,5.94
2016-02-03,2.12,6.4,Light rain overnight.,rain,0.54,0.83,5.83,6.08
2016-02-04,3.36,9.8,Possible drizzle in the afternoon.,rain,0.85,0.88,6.25,5.61
2016-02-05,3.26,9.63,Light rain in the afternoon and evening.,rain,0.85,0.87,9.74,5.93
2016-02-06,3.59,7.07,Possible light rain in the evening.,rain,0.67,0.85,7.11,6.17
2016-02-07,3.48,6.88,Light rain throughout the day.,rain,0.81,0.84,13.49,5.49
2016-02-08,4.22,7.65,"Possible light rain until morning, starting again in the evening.",rain,0.78,0.88,5.57,5.7
2016-02-09,3.78,6.83,"Light rain until morning, starting again in the evening.",rain,0.78,0.88,6.92,5.61
2016-02-10,1.14,6.54,Partly cloudy throughout the day.,partly-cloudy-day,0.35,0.8,4.81,6.22
2016-02-11,-0.46,6.76,Foggy overnight.,partly-cloudy-day,0.35,0.82,2.46,6.22
2016-02-12,-0.81,5.63,Clear throughout the day.,clear-day,0.22,0.85,3.6,5.49
2016-02-13,0.74,3.42,Mostly cloudy throughout the day.,partly-cloudy-day,0.56,0.87,6.52,6.06
2016-02-14,-2.48,4.5,Clear throughout the day.,clear-day,0.24,0.76,3.9,6.22
2016-02-15,-1.43,5.93,Clear throughout the day.,clear-day,0.13,0.64,2.26,6.22
2016-02-16,-0.07,8.05,Light rain starting in the afternoon.,rain,0.79,0.81,10.68,5.35
2016-02-17,0.01,5.68,Light rain until evening.,rain,0.59,0.91,2.05,5.19
2016-02-18,-0.49,5.25,Light rain in the evening.,rain,0.59,0.89,3.73,5.08
2016-02-19,2.04,8.4,Light rain throughout the day.,rain,0.8,0.89,8.81,5.14
2016-02-20,4.07,6.09,Light rain throughout the day.,rain,0.63,0.85,12.58,5.64
2016-02-21,2.61,6.88,Drizzle in the morning.,rain,0.8,0.87,9.25,5.63
2016-02-22,1.8,8.71,Mostly cloudy throughout the day.,partly-cloudy-day,0.47,0.8,7.27,6.12
2016-02-23,-1.58,6.48,Clear throughout the day.,clear-day,0.16,0.76,3.01,6.22
2016-02-24,-1.02,5.01,Partly cloudy throughout the day.,partly-cloudy-day,0.53,0.8,1.57,6.2
2016-02-25,-2.42,4.94,Partly cloudy throughout the day.,clear-day,0.31,0.82,1.83,6.22
2016-02-26,0.86,5.58,Mostly cloudy throughout the day.,partly-cloudy-day,0.44,0.79,2.0,6.22
2016-02-27,-1.05,6.42,Partly cloudy throughout the day.,clear-day,0.18,0.77,1.67,5.85
2016-02-28,-3.47,8.06,Clear throughout the day.,clear-day,0.03,0.75,1.02,5.74
2016-02-29,0.13,6.47,Possible light rain overnight.,partly-cloudy-day,0.75,0.83,5.86,6.13
2016-03-01,2.67,9.67,Possible drizzle in the morning.,rain,0.72,0.86,10.08,5.36
2016-03-02,1.41,6.94,Mostly cloudy throughout the day.,partly-cloudy-day,0.64,0.81,8.1,6.07
2016-03-03,2.02,8.01,Partly cloudy throughout the day.,partly-cloudy-day,0.49,0.81,3.64,6.2
2016-03-04,2.62,7.47,Partly cloudy throughout the day.,partly-cloudy-day,0.6,0.79,8.56,6.22
2016-03-05,1.06,7.88,Partly cloudy throughout the day.,clear-day,0.29,0.66,3.91,6.22
2016-03-06,-2.72,5.75,Partly cloudy throughout the day.,clear-day,0.31,0.7,2.58,6.21
2016-03-07,-0.53,7.66,Clear throughout the day.,clear-day,0.29,0.67,2.23,6.22
2016-03-08,1.62,8.5,Possible light rain overnight.,partly-cloudy-day,0.71,0.84,5.86,5.86
2016-03-09,1.07,9.24,Foggy overnight.,rain,0.34,0.79,4.38,6.2
2016-03-10,-1.72,9.4,Foggy in the morning.,clear-day,0.2,0.77,1.45,5.79
2016-03-11,2.86,8.4,Possible drizzle in the evening.,rain,0.79,0.87,3.66,6.22
2016-03-12,7.05,11.96,Mostly cloudy throughout the day.,partly-cloudy-day,0.77,0.86,5.47,6.2
2016-03-13,7.2,12.81,Mostly cloudy throughout the day.,partly-cloudy-day,0.83,0.75,3.17,6.22
2016-03-14,3.01,15.08,Clear throughout the day.,clear-day,0.15,0.67,2.98,6.15
2016-03-15,2.64,9.98,Mostly cloudy throughout the day.,partly-cloudy-day,0.67,0.76,4.8,6.22
2016-03-16,4.61,9.28,Overcast throughout the day.,cloudy,0.92,0.86,5.21,6.12
2016-03-17,3.31,9.74,Foggy in the evening and overnight.,partly-cloudy-day,0.73,0.88,1.55,3.91
2016-03-18,3.58,7.2,Overcast throughout the day.,cloudy,0.94,0.9,3.17,4.36
2016-03-19,3.97,9.7,Overcast throughout the day.,partly-cloudy-day,0.81,0.79,2.06,5.21
2016-03-20,3.07,12.45,Foggy in the morning.,partly-cloudy-day,0.54,0.77,2.7,5.76
2016-03-21,5.94,10.87,Mostly cloudy throughout the day.,partly-cloudy-day,0.84,0.78,5.14,6.21
2016-03-22,6.55,10.47,Overcast throughout the day.,cloudy,0.93,0.8,4.4,6.22
2016-03-23,5.67,9.45,Overcast throughout the day.,partly-cloudy-day,0.83,0.77,4.07,6.12
2016-03-24,5.54,9.44,Mostly cloudy throughout the day.,partly-cloudy-day,0.73,0.84,6.84,5.74
2016-03-25,4.14,11.56,Possible light rain overnight.,partly-cloudy-day,0.42,0.76,8.54,6.22
2016-03-26,6.18,10.37,Light rain until evening.,rain,0.81,0.85,11.8,5.27
2016-03-27,4.54,9.8,Light rain in the evening and overnight.,rain,0.75,0.76,9.68,6.02
2016-03-28,2.87,10.1,Mostly cloudy throughout the day.,rain,0.66,0.81,4.77,6.09
2016-03-29,3.08,8.51,Possible drizzle in the afternoon and evening.,rain,0.5,0.79,4.67,6.22
2016-03-30,1.46,9.81,Mostly cloudy throughout the day.,partly-cloudy-day,0.63,0.81,2.79,5.89
2016-03-31,1.76,10.65,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.79,2.94,6.22
2016-04-01,3.61,8.9,Light rain throughout the day.,rain,0.68,0.85,9.69,5.66
2016-04-02,5.39,11.58,Light rain in the evening and overnight.,rain,0.57,0.85,2.45,5.82
2016-04-03,6.33,10.57,"Drizzle until morning, starting again in the evening.",rain,0.77,0.85,3.11,5.25
2016-04-04,6.59,8.85,Light rain throughout the day.,rain,0.83,0.92,2.98,4.04
2016-04-05,6.08,11.41,Possible drizzle in the morning.,rain,0.77,0.84,5.13,6.1
2016-04-06,4.89,8.09,Possible light rain throughout the day.,rain,0.75,0.84,8.21,6.13
2016-04-07,5.34,11.96,Possible drizzle in the morning.,rain,0.45,0.77,6.49,6.22
2016-04-08,4.9,10.73,Possible drizzle overnight.,rain,0.75,0.8,4.08,6.21
2016-04-09,3.51,10.15,Possible drizzle in the morning.,rain,0.66,0.74,3.39,6.16
2016-04-10,2.51,11.35,Light rain in the morning.,rain,0.6,0.77,3.14,6.22
2016-04-11,3.71,9.78,Partly cloudy throughout the day.,partly-cloudy-day,0.55,0.77,10.23,6.19
2016-04-12,6.12,8.29,Light rain starting in the afternoon.,rain,0.91,0.86,8.61,6.0
2016-04-13,5.29,9.62,Overcast throughout the day.,partly-cloudy-day,0.86,0.84,4.57,6.18
2016-04-14,4.24,10.65,Mostly cloudy throughout the day.,partly-cloudy-day,0.6,0.72,2.19,6.22
2016-04-15,1.72,8.15,Possible drizzle in the afternoon and evening.,rain,0.57,0.78,3.94,6.22
2016-04-16,-0.41,9.23,Clear throughout the day.,clear-day,0.3,0.66,3.9,6.22
2016-04-17,-0.36,9.97,Mostly cloudy throughout the day.,partly-cloudy-day,0.65,0.77,6.59,6.22
2016-04-18,6.04,11.41,Possible drizzle in the morning.,rain,0.71,0.72,9.7,6.07
2016-04-19,2.96,13.48,Partly cloudy throughout the day.,clear-day,0.28,0.67,3.03,6.22
2016-04-20,1.14,16.88,Clear throughout the day.,clear-day,0.02,0.65,1.8,6.22
2016-04-21,2.55,17.1,Foggy in the morning.,clear-day,0.02,0.67,2.83,6.03
2016-04-22,5.01,12.46,Partly cloudy throughout the day.,partly-cloudy-day,0.48,0.65,3.68,6.22
2016-04-23,0.33,10.72,Clear throughout the day.,clear-day,0.09,0.65,4.67,6.05
2016-04-24,3.96,13.35,Partly cloudy throughout the day.,partly-cloudy-day,0.36,0.63,5.03,6.22
2016-04-25,3.36,9.38,Clear throughout the day.,clear-day,0.21,0.62,6.65,6.21
2016-04-26,1.46,9.28,Possible drizzle in the evening.,rain,0.57,0.6,6.88,6.22
2016-04-27,0.39,8.79,Partly cloudy throughout the day.,clear-day,0.28,0.61,4.23,6.22
2016-04-28,-0.19,6.87,Light rain throughout the day.,rain,0.58,0.82,5.68,5.74
2016-04-29,1.36,10.24,Possible drizzle in the morning.,rain,0.47,0.69,7.24,6.21
2016-04-30,1.84,11.22,Partly cloudy throughout the day.,partly-cloudy-day,0.34,0.69,4.78,6.22
2016-05-01,5.79,12.95,Possible light rain in the morning.,rain,0.75,0.83,7.28,5.96
2016-05-02,6.3,13.05,Light rain in the morning and overnight.,rain,0.63,0.76,10.87,5.98
2016-05-03,4.99,11.12,Drizzle in the morning and afternoon.,rain,0.57,0.76,8.5,6.14
2016-05-04,6.79,12.98,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.76,8.07,6.2
2016-05-05,8.41,15.12,Drizzle in the morning.,rain,0.55,0.74,6.69,5.76
2016-05-06,5.42,16.52,Clear throughout the day.,clear-day,0.17,0.71,1.94,6.22
2016-05-07,7.7,13.68,Clear throughout the day.,clear-day,0.31,0.77,6.98,6.21
2016-05-08,8.28,20.9,Partly cloudy throughout the day.,partly-cloudy-day,0.5,0.77,6.21,5.27
2016-05-09,8.51,22.21,Clear throughout the day.,clear-day,0.02,0.71,6.96,6.03
2016-05-10,9.07,21.84,Clear throughout the day.,clear-day,0.05,0.69,6.79,6.17
2016-05-11,10.11,19.97,Clear throughout the day.,clear-day,0.03,0.66,8.09,6.22
2016-05-12,9.32,19.53,Clear throughout the day.,clear-day,0.24,0.6,7.58,6.22
2016-05-13,4.98,11.17,Mostly cloudy throughout the day.,partly-cloudy-day,0.59,0.69,5.02,6.22
2016-05-14,1.65,15.39,Clear throughout the day.,clear-day,0.31,0.61,3.09,6.22
2016-05-15,2.95,15.71,Partly cloudy throughout the day.,clear-day,0.22,0.63,3.87,6.21
2016-05-16,5.36,14.67,Mostly cloudy throughout the day.,partly-cloudy-day,0.73,0.68,3.48,6.22
2016-05-17,6.0,15.18,Light rain in the evening and overnight.,rain,0.79,0.8,3.38,5.78
2016-05-18,10.55,14.83,Light rain throughout the day.,rain,0.8,0.89,3.58,5.66
2016-05-19,9.35,12.37,Light rain in the afternoon and evening.,rain,0.84,0.88,4.77,5.54
2016-05-20,8.83,15.55,Light rain in the evening and overnight.,rain,0.77,0.79,6.74,6.18
2016-05-21,10.59,16.02,Possible drizzle in the afternoon.,rain,0.7,0.83,5.58,5.62
2016-05-22,8.21,17.02,Partly cloudy throughout the day.,partly-cloudy-day,0.45,0.73,3.91,6.22
2016-05-23,7.2,17.64,Clear throughout the day.,clear-day,0.19,0.69,3.63,6.22
2016-05-24,6.45,16.99,Clear throughout the day.,clear-day,0.22,0.71,4.02,6.12
2016-05-25,5.36,15.21,Mostly cloudy throughout the day.,partly-cloudy-day,0.64,0.66,4.75,6.22
2016-05-26,9.25,12.68,Possible drizzle in the evening.,rain,0.59,0.82,4.1,5.99
2016-05-27,8.9,12.86,Overcast throughout the day.,cloudy,0.93,0.88,4.46,6.03
2016-05-28,9.59,17.79,Mostly cloudy throughout the day.,partly-cloudy-day,0.74,0.76,3.03,5.87
2016-05-29,7.92,20.74,Foggy overnight.,partly-cloudy-day,0.48,0.73,2.63,5.73
2016-05-30,8.31,20.02,Foggy overnight.,partly-cloudy-day,0.55,0.77,2.62,5.25
2016-05-31,7.9,22.77,Foggy in the morning.,clear-day,0.25,0.69,2.91,4.53
2016-06-01,7.38,20.95,Clear throughout the day.,clear-day,0.07,0.69,3.39,5.84
2016-06-02,7.4,21.3,Clear throughout the day.,clear-day,0.25,0.65,3.29,6.22
2016-06-03,7.05,21.48,Clear throughout the day.,clear-day,0.2,0.68,2.79,6.22
2016-06-04,12.18,21.16,Partly cloudy throughout the day.,partly-cloudy-day,0.63,0.74,5.02,6.0
2016-06-05,8.98,24.37,Clear throughout the day.,clear-day,0.22,0.69,3.56,6.12
2016-06-06,11.02,26.03,Clear throughout the day.,clear-day,0.06,0.67,2.27,6.22
2016-06-07,11.25,23.09,Clear throughout the day.,clear-day,0.07,0.75,1.82,5.75
2016-06-08,12.61,23.03,Partly cloudy throughout the day.,clear-day,0.29,0.74,2.92,5.34
2016-06-09,9.72,23.6,Partly cloudy throughout the day.,partly-cloudy-day,0.43,0.73,2.98,6.21
2016-06-10,11.65,15.36,Overcast throughout the day.,partly-cloudy-day,0.84,0.82,3.74,6.11
2016-06-11,10.7,14.72,Possible drizzle overnight.,rain,0.94,0.89,3.8,5.35
2016-06-12,11.34,15.64,Possible drizzle in the morning.,rain,0.92,0.91,3.99,5.37
2016-06-13,11.9,15.96,Overcast throughout the day.,cloudy,0.92,0.89,4.18,5.62
2016-06-14,11.07,16.58,Foggy overnight.,partly-cloudy-day,0.76,0.8,5.15,6.15
2016-06-15,11.35,16.76,Possible light rain overnight.,cloudy,0.89,0.86,4.43,5.46
2016-06-16,10.2,13.93,Drizzle in the morning.,rain,0.9,0.9,1.98,6.11
2016-06-17,10.33,15.75,Partly cloudy throughout the day.,partly-cloudy-day,0.56,0.8,2.8,6.22
2016-06-18,7.21,18.35,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.74,3.25,6.14
2016-06-19,9.95,16.48,Light rain starting in the afternoon.,rain,0.78,0.87,3.7,5.58
2016-06-20,11.79,16.72,Mostly cloudy throughout the day.,rain,0.87,0.8,7.37,5.85
2016-06-21,10.67,18.51,Partly cloudy throughout the day.,partly-cloudy-day,0.6,0.73,6.38,6.22
2016-06-22,13.11,18.17,Partly cloudy throughout the day.,partly-cloudy-day,0.58,0.75,6.99,6.21
2016-06-23,11.28,20.29,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.72,4.0,6.21
2016-06-24,12.48,17.28,Mostly cloudy throughout the day.,partly-cloudy-day,0.56,0.81,3.49,6.19
2016-06-25,10.74,19.31,Possible drizzle in the morning and afternoon.,rain,0.52,0.82,3.08,6.16
2016-06-26,11.62,16.69,Possible drizzle in the afternoon.,rain,0.65,0.87,3.97,5.5
2016-06-27,10.88,15.6,Mostly cloudy throughout the day.,partly-cloudy-day,0.64,0.77,6.61,6.22
2016-06-28,10.44,15.12,Possible light rain in the evening.,rain,0.6,0.81,2.93,6.19
2016-06-29,9.28,14.73,Possible drizzle in the evening.,rain,0.64,0.81,2.42,6.19
2016-06-30,10.53,15.27,"Light rain until morning, starting again in the evening.",rain,0.72,0.81,5.12,6.18
2016-07-01,9.67,15.63,Possible drizzle overnight.,rain,0.7,0.79,5.33,6.12
2016-07-02,8.76,15.55,Light rain in the morning and afternoon.,rain,0.72,0.82,6.69,6.19
2016-07-03,10.27,15.21,Possible drizzle in the morning.,rain,0.75,0.8,5.66,6.12
2016-07-04,10.62,14.28,Light rain in the afternoon and evening.,rain,0.82,0.86,1.81,6.07
2016-07-05,10.08,16.83,Partly cloudy throughout the day.,partly-cloudy-day,0.36,0.79,5.43,6.22
2016-07-06,7.66,15.56,Light rain throughout the day.,rain,0.45,0.86,3.54,6.09
2016-07-07,11.84,19.19,Light rain overnight.,rain,0.69,0.79,5.44,5.82
2016-07-08,12.96,18.27,Light rain in the morning.,rain,0.73,0.8,6.16,5.59
2016-07-09,11.37,19.81,Mostly cloudy throughout the day.,partly-cloudy-day,0.85,0.87,3.79,4.67
