location,Glasgow,Glasgow,Glasgow,Glasgow,Glasgow,Glasgow,Glasgow,Glasgow
2020-07-15 07-AM,12.153198,93.0,1011.1,0.0,7.078424000000001,250.20112999999998,11.384199,251.56506000000002
2020-07-15 08-AM,12.923199,90.0,1011.0,0.0,8.891537,261.38434,13.397611999999999,263.82982999999996
2020-07-15 09-AM,13.913198000000001,84.0,1011.8,0.0,11.748814,273.9005,18.448023000000003,275.59933
2020-07-15 10-AM,13.813198000000002,85.0,1012.2,0.0,12.358203999999999,277.4314,20.418695,279.1302
2020-07-15 11-AM,13.923198999999999,85.0,1012.3,0.2,12.395474,278.65252999999996,20.833395,279.95062
2020-07-15 12-PM,14.303199,83.0,1012.3,0.0,13.322664000000001,281.5346,21.674870000000002,281.49658
2020-07-15 13-PM,15.853198,76.0,1012.4,0.0,15.574719,282.84772000000004,24.098497000000002,283.82864
2020-07-15 14-PM,15.863198,75.0,1012.3,0.0,15.597487,277.85332999999997,23.319553,278.88065
2020-07-15 15-PM,15.783198,74.0,1012.9,0.0,18.091677,283.627,28.202042,284.03625
2020-07-15 16-PM,16.503197,71.0,1013.2,0.0,19.5473,287.4472,30.625402,287.796
2020-07-15 17-PM,16.133198,73.0,1013.6,0.0,19.801605,289.6538,31.559085999999997,290.70905
2020-07-15 18-PM,16.153198,73.0,1013.5,0.0,18.750473,292.55725,30.018472999999997,292.56702
2020-07-15 19-PM,15.603198,75.0,1013.8,0.0,18.056341,291.64444,29.548521,292.1903
2020-07-15 20-PM,15.123198499999999,78.0,1014.4,0.0,17.562206,292.28558,29.215502,292.45694
2020-07-15 21-PM,14.383199,81.0,1014.7,0.0,16.127654999999997,292.32867000000005,27.416782,293.1986
2020-07-15 22-PM,13.463199,85.0,1015.6,0.0,14.593760500000002,291.41296,25.671307000000002,292.24902000000003
2020-07-15 23-PM,12.923199,87.0,1016.1,0.0,13.314670999999999,289.88516,23.933907,291.16125
2020-07-16 00-AM,12.663198,88.0,1016.3,0.0,12.599903,283.4486,22.89611,286.44037000000003
2020-07-16 01-AM,12.473199000000001,88.0,1016.4,0.0,12.540622,282.26477,23.051247,284.47028
2020-07-16 02-AM,12.253199,89.0,1016.3,0.0,10.444103,264.14398,22.42427,264.47247000000004
2020-07-16 03-AM,11.953198,91.0,1016.2,0.0,9.594099,268.40887000000004,22.68,270.0
2020-07-16 04-AM,11.863197999999999,93.0,1016.3,0.0,8.150272,258.69006,20.364674,261.8699
2020-07-16 05-AM,12.433199,94.0,1016.2,0.0,9.092791,264.95755,19.09358,267.83893
2020-07-16 06-AM,12.6231985,93.0,1016.1,0.0,8.827452000000001,264.80557000000005,18.359999,270.0
2020-07-16 07-AM,14.173198999999999,87.0,1016.2,0.0,10.17913,263.991,15.905319,264.80557000000005
2020-07-16 08-AM,15.353198,83.0,1016.6,0.0,12.566061999999999,265.1355,18.775301000000002,265.6013
2020-07-16 09-AM,16.303198000000002,79.0,1017.0,0.0,14.12925,267.83893,21.611998,268.09085
2020-07-16 10-AM,17.103197,77.0,1017.3,0.0,14.920779000000001,268.97700000000003,22.682856,269.09064
2020-07-16 11-AM,17.873198000000002,76.0,1017.2,0.0,15.453498000000002,269.01223999999996,23.039998999999998,270.0
2020-07-16 12-PM,18.743198,74.0,1017.3,0.0,15.984000000000002,270.0,23.759998,270.0
2020-07-16 13-PM,18.923197000000002,74.0,1017.5,0.0,15.992876,268.09085,24.490586999999998,268.3153
2020-07-16 14-PM,18.703197,75.0,1017.2,0.0,14.930289000000002,254.47589,22.702845,255.30268999999998
2020-07-16 15-PM,18.833197,74.0,1017.2,0.0,17.4812,262.11688,26.525429,262.19982999999996
2020-07-16 16-PM,19.263197,72.0,1017.9,0.0,17.945948,264.03552,27.153164,263.91147
2020-07-16 17-PM,18.983198,74.0,1018.0,0.0,17.051679999999998,270.89517,26.642431,270.77423
2020-07-16 18-PM,18.213198000000002,76.0,1017.5,0.0,17.037107000000002,279.90417,26.27753,279.46234
2020-07-16 19-PM,17.453197,75.0,1017.6,0.0,16.993313,279.01932,26.525429,277.8002
2020-07-16 20-PM,16.643198,76.0,1017.6,0.0,15.773939000000002,274.844,26.042212,275.55298
2020-07-16 21-PM,15.733198000000002,80.0,1017.4,0.0,14.425013,274.2364,24.546085,274.20535
2020-07-16 22-PM,15.093198999999998,84.0,1017.6,0.0,11.91377,259.69516,20.833395,260.04938
2020-07-16 23-PM,14.743198000000001,87.0,1017.6,0.0,10.010403,244.79889,18.057508,246.50142999999997
2020-07-17 00-AM,14.713199,89.0,1017.2,0.0,10.248612,242.10273999999998,19.161337,244.39782999999997
2020-07-17 01-AM,14.463199,91.0,1017.1,0.0,12.038215,245.1363,23.210928,246.21799
2020-07-17 02-AM,14.583198999999999,91.0,1016.0,0.0,13.250554999999999,239.82647999999998,25.630886,240.55457
2020-07-17 03-AM,14.743198000000001,91.0,1015.6,0.0,14.777397,236.02347000000003,28.056913,236.51382
2020-07-17 04-AM,14.743198000000001,91.0,1015.0,0.0,15.672382999999998,238.20108,29.574827000000003,238.4382
2020-07-17 05-AM,14.603198,91.0,1014.5,0.0,16.10784,235.7843,30.154163,236.68937999999997
2020-07-17 06-AM,14.453198,91.0,1014.7,0.0,16.406866,237.60016000000002,30.376833,238.57043
2020-07-17 07-AM,14.463199,91.0,1014.4,0.7,15.733395000000002,241.69925,28.337282000000002,242.78388999999999
2020-07-17 08-AM,14.803199,90.0,1014.5,0.3,13.565489999999999,250.49756000000002,23.565567,251.28827
2020-07-17 09-AM,15.553199,87.0,1014.7,0.0,11.724627,268.69806,17.643673,268.83087
2020-07-17 10-AM,15.473199,85.0,1015.0,0.0,11.380612,290.55602999999996,15.978484,292.52057
2020-07-17 11-AM,15.513198999999998,81.0,1015.3,0.2,11.724627,291.31793,17.193533,289.57312
2020-07-17 12-PM,15.243198000000001,79.0,1015.6,0.0,11.308671,285.01837,16.327497,284.03625
2020-07-17 13-PM,15.413198000000001,75.0,1015.6,0.0,11.733703,272.60257,16.563910999999997,271.24536
2020-07-17 14-PM,15.083198999999999,73.0,1015.5,0.0,8.014169,254.57785,11.874544,255.96376
2020-07-17 15-PM,15.043199,74.0,1015.5,0.0,8.343893,253.30075,12.0694,252.64597999999998
2020-07-17 16-PM,15.113198,74.0,1015.5,0.0,9.531016000000001,243.43495,14.007654999999998,244.09349
2020-07-17 17-PM,15.753198999999999,74.0,1014.9,0.0,10.196545,236.72511,13.891522,238.7816
2020-07-17 18-PM,16.343197,73.0,1014.7,0.0,10.279727000000001,238.7816,14.021525,240.80252000000002
2020-07-17 19-PM,16.163198,75.0,1014.5,0.0,10.290077,248.7495,14.578888000000001,249.77515
2020-07-17 20-PM,16.083199,75.0,1014.0,0.0,9.369556,255.17352000000002,13.450707999999999,254.47589
2020-07-17 21-PM,15.313198000000002,78.0,1013.6,0.0,8.935328,259.69516,13.979871,258.11133
2020-07-17 22-PM,14.523198,82.0,1014.2,0.0,7.463956,267.9546,13.397611999999999,263.82982999999996
2020-07-17 23-PM,14.103198,84.0,1014.6,0.0,7.501892,286.50436,12.313892999999998,285.25513
2020-07-18 00-AM,13.493198000000001,85.0,1014.6,0.0,8.710098,293.42868,14.658676000000002,294.67688
2020-07-18 01-AM,12.803199000000001,84.0,1014.5,0.0,8.710098,293.42868,15.509274,291.8014
2020-07-18 02-AM,12.323198,85.0,1014.1,0.0,7.5818768,251.56506000000002,14.003029000000002,252.03087000000002
2020-07-18 03-AM,11.843199,87.0,1013.7,0.0,7.6285353,257.90524,15.463244,257.90524
2020-07-18 04-AM,11.163198,90.0,1013.6,0.0,7.0533133,259.11447000000004,15.328560999999999,260.5377
2020-07-18 05-AM,10.223199000000001,93.0,1013.4,0.0,6.791894,258.69006,16.263872,264.9204
2020-07-18 06-AM,10.183199,91.0,1013.7,0.0,6.196305799999999,244.53665,15.844089000000002,248.6821
2020-07-18 07-AM,11.403198,85.0,1013.2,0.0,8.819409,244.98311,14.843179999999998,247.16635
2020-07-18 08-AM,12.743198,77.0,1013.4,0.0,11.389961999999999,259.2157,17.935081,259.5923
2020-07-18 09-AM,13.733198000000002,71.0,1014.1,0.0,13.3625555,265.4261,19.881649,264.80557000000005
2020-07-18 10-AM,13.623198499999999,70.0,1014.7,0.0,15.187135999999999,268.9949,23.051247,268.21008
2020-07-18 11-AM,13.723199,70.0,1014.7,0.0,15.7176,270.0,24.119999,270.0
2020-07-18 12-PM,14.153198000000001,68.0,1014.5,0.0,15.753682000000001,273.87854,23.444264999999998,273.52145
2020-07-18 13-PM,14.403198000000001,67.0,1014.4,0.0,16.791655,271.8183,25.210283,271.6366
2020-07-18 14-PM,15.433198999999998,63.0,1014.2,0.0,19.271236,275.55298,28.943641999999997,275.7106
2020-07-18 15-PM,15.873198499999999,59.0,1014.3,0.0,20.277922,279.83356000000003,31.072816999999997,280.008
2020-07-18 16-PM,15.823198000000001,58.0,1014.8,0.0,19.837412,284.7827,30.563978000000002,285.01837
2020-07-18 17-PM,15.823198000000001,58.0,1015.1,0.0,19.628819,288.18906,29.830078000000004,287.56027
2020-07-18 18-PM,15.333198999999999,58.0,1015.6,0.0,18.619434,289.21268,28.916763,288.88608
2020-07-18 19-PM,14.613198,61.0,1015.8,0.0,18.117159,287.10272000000003,28.348713,287.7447
2020-07-18 20-PM,13.833198999999999,65.0,1015.8,0.0,17.274964999999998,287.03778,27.553526,287.48798
2020-07-18 21-PM,12.723199000000001,70.0,1016.2,0.0,15.003784,286.50436,25.171696,286.62076
2020-07-18 22-PM,11.973199000000001,74.0,1017.3,0.0,13.505192999999998,284.8586,24.72495,286.06
2020-07-18 23-PM,11.413198,78.0,1017.7,0.0,12.859146,283.17255,24.187070000000002,284.65674
2020-07-19 00-AM,10.853197999999999,82.0,1017.6,0.0,11.91377,280.30487,23.313995000000002,283.39252
2020-07-19 01-AM,10.533197999999999,85.0,1017.6,0.0,11.003319,276.95297,21.897945,279.46234
2020-07-19 02-AM,9.563198,89.0,1017.5,0.0,7.730192,271.9749,15.876775,273.9005
2020-07-19 03-AM,8.883199000000001,90.0,1017.3,0.0,8.528962,271.78992,20.06334,279.2933
2020-07-19 04-AM,8.483198,91.0,1017.3,0.0,8.5248,270.0,21.188072000000002,279.7824
2020-07-19 05-AM,8.113197999999999,93.0,1017.3,0.0,7.725600200000001,270.0,20.345573,283.29857999999996
2020-07-19 06-AM,8.903198,88.0,1017.4,0.0,8.528962,271.78992,22.206485999999998,286.96616
2020-07-19 07-AM,10.983198,76.0,1017.2,0.0,12.859146,283.17255,24.1388,287.35402999999997
2020-07-19 08-AM,11.963199000000001,70.0,1017.4,0.0,15.959562,284.50018,26.807312,284.7827
2020-07-19 09-AM,12.723199000000001,68.0,1018.1,0.0,17.057922,284.47028,27.595825,285.12402000000003
2020-07-19 10-AM,13.343198999999998,67.0,1018.1,0.0,18.197283,287.90445,28.348713,287.7447
2020-07-19 11-AM,13.513198999999998,67.0,1018.5,0.0,18.619434,289.21268,28.696312,289.7989
2020-07-19 12-PM,13.583198999999999,68.0,1018.7,0.0,19.123363,288.68735,29.714724,289.0935
2020-07-19 13-PM,14.073198000000001,65.0,1019.1,0.0,19.210376999999998,289.44003,29.035288,289.55826
2020-07-19 14-PM,14.663198000000001,63.0,1018.6,0.0,21.670294000000002,290.8858,33.497414,290.77227999999997
2020-07-19 15-PM,14.503198999999999,63.0,1018.9,0.0,21.76669,291.541,34.56187,292.02307
2020-07-19 16-PM,14.933198999999998,61.0,1019.0,0.0,21.272003,292.0679,33.56312,292.71442
2020-07-19 17-PM,15.323198000000001,59.0,1019.3,0.0,21.099485,294.62357000000003,33.014175,295.16787999999997
2020-07-19 18-PM,14.813198000000002,61.0,1019.2,0.0,20.020805,295.2011,31.235058000000002,295.97443
2020-07-19 19-PM,14.273198,64.0,1019.6,0.0,19.540035,295.86633,30.589407,296.56506
2020-07-19 20-PM,13.383199,67.0,1020.0,0.0,18.123034,294.30457,29.644857000000002,294.38638
2020-07-19 21-PM,12.443197999999999,72.0,1020.7,0.0,16.374392,291.97452000000004,27.748037,292.90576
2020-07-19 22-PM,11.513199,78.0,1021.1,0.0,14.659262,289.0935,26.081993,290.1858
2020-07-19 23-PM,10.993198,82.0,1022.0,0.0,13.064468,286.58734,24.821732,289.48615
